หายใจ	หายใจเข้าออก
โลหะมีตระกูล	โลหะมีสกุล
ทรานแซกติไนด์	ธาตุทรานแซกติไนด์
ธาตุแอกทิเนียม	แอกทิเนียม
ธาตุอะลูมิเนียม	อะลูมิเนียม
แอลัม	โปรแตสเซียมแอลัม
ธาตุอะเมริเซียม	อะเมริเซียม
ธาตุพลวง	พลวง
ก๊าซอาร์กอน	อาร์กอน
ธาตุอาร์ซีนิก	สารหนู
ธาตุแอสทาทีน	แอสทาทีน
ธาตุแบเรียม	แบเรียม
ธาตุเบอร์คีเลียม	เ่บอร์คีเลียม
ธาตุเบริลิเลียม	เบริลเลียม
ธาตุบิสมัท	บิสมัท
ธาตุโบห์เรียม	โบห์เรียม
ธาตุโบรอน	โบรอน
ธาตุโบรมีน	โบรมีน
ธาตุแคดเมียม	แคดเมียม
ธาตุแคลเซียม	แคลเซียม
ธาตุแคลิฟอร์เนียม	แคลิฟอร์เนียม
คาร์บอน	ธาตุคาร์บอน
ซีเรียม	ธาตุซีเรียม
ซีเซียม	ธาตุซีเซียม
ก๊าซคลอรีน	คลอรีน
ธาตุโครเมียม	โครเมียม
ธาตุโคบอลต์	โคบอลต์
คอปเปอร์	ทองแดง	ธาตุทองแดง
คูเรียม	ธาตุคูเรียม
ดาร์มสตาดเทียม	ธาตุดาร์มสตาดเทียม
ดุบเนียม	ธาตุดุบเนียม
ดิสโพรเซียม	ธาตุดิสโพรเซียม
ธาตุไอน์สไตเนียม	ไอน์สไตเนียม
ธาตุเออร์เบียม	เออร์เบียม
ธาตุยูโรเพียม	ยูโรเพียม
ธาตุเฟอร์เมียม	เฟอร์เมียม
ธาตุฟลูโอรีน	ฟลูโอรีน
ธาตุแฟรนเซียม	แฟรนเซียม
ธาตุแกโดลิเนียม	แกโดลิเนียม
ธาตุแกลเลียม	แกลเลียม
ธาตุเจอร์เมเนียม	เจอร์เมเนียม
ทอง	ทองคำ	ธาตุทองคำ
ทองคำบริสุทธิ์	ทองบริสุทธิ์
ธาตุแฮฟเนียม	แฮฟเนียม
ธาตุฮาสเซียม	ฮาสเซียม
ก๊าซฮีเลียม	ฮีเลียม
ธาตุโฮลเมียม	โฮลเมียม
ก๊าซไฮโดรเจน	ไฮโดรเจน
ดูทีเรียม	ไฮโดรเจนหนัก
ธาตุอินเดียม	อินเดียม
ธาตุไอโอดีน	ไอโอดีน
ธาตุอิริเนียม	อิริเนียม
ธาตุเหล็ก	เหล็ก
ก๊าซคริปทอน	คริปทอน
ธาตุแลนทานัม	แลนทานัม
ธาตุลอว์เรนเซียม	ลอว์เรนเซียม
ตะกั่ว	ธาตุตะกั่ว
ธาตุลิเทียม	ลิืเทียม
ธาตุลูทีเชียม	ลูทีเชียม
ธาตุแมกนีเซียม	แมกนีเซียม
ธาตุแมงกานีส	แมงกานีส
ธาตุเมนเดลีเวียม	เมนเดลีเวียม
ธาตุปรอท	ปรอท
