00001740-v	หายใจ	หายใจเข้าออก
11489536-n	กระแสน้ำกัลฟ์สตรีม	กระแสน้ำอุ่นกัลฟ์สตรีม
11489686-n	กระแสน้ำคุโรชิโอ	กระแสน้ำคุโรชิโอะ	กระแสน้ำญี่ปุ่น
11492833-n	ภาวะพหุสัณฐาน	ภาวะหลากรูป
11493827-n	ความต่างศักย์	ศักย์ไฟฟ้า
11501381-n	น้ำฝน	ฝน	สายฝน
11503287-n	การหักเห	การหักเหของคลื่น
11503968-n	ความต้านทานไฟฟ้า	ความต้านทานไฟฟ้ากระแสสลับ
11505952-n	ความละเอียดของภาพ	รีโซลูชัน
11508092-n	ควัน	หมอกควัน
11511004-n	จุดดับบนดวงอาทิตย์	จุดมืดดวงอาทิตย์	จุดมืดบนดวงอาทิตย์	จุดสริยะ
11511523-n	การปล่อยประจุไฟฟ้า	ประกายไฟ	อาร์กไฟฟ้า
11511765-n	การบิดเบี้ยว	การเพี้ยน
11513179-n	ปรากฏการณ์ดอปเพลอร์	ปรากฏการณ์ดอฟเพลอร์
11515849-n	แสงคบเพลิง	แสงคบไฟ
11519121-n	สายฟ้า	สายฟ้าฟาด
11519450-n	ทวิสเตอร์	ทอร์นาโด
11519702-n	ทอร์ก	แรงบิด
11521145-n	พายุไต้ฝุ่น	ไต้ฝุ่น
11521940-n	รังสียูวี	รังสีอุลตร้าไวโอเลต	รังสีเหนือม่วง
11522730-n	กระแสลมลง	ลม
11524324-n	พวยน้ำ	พายุงวงช้าง	พายุนาคเล่นน้ำ
11525955-n	กระแสลม	พระพาย	ลม	สายลม
11528225-n	ความคลาดต่างมุมมอง	ความแตกต่างระหว่างมุมมอง	แพรัลแลกซ์
11531916-n	กระดุม	กระดุมเห็ด
11542640-n	ต้นลิเวอร์เวิร์ต	ลิเวอร์เวิร์ต
11551211-n	ดิวิชันสปอร์มาโตไฟตา	พืชมีเมล็ด
11551659-n	พืชมีดอก	พืชมีเมล็ด
11553522-n	พืชที่พบในอากาศชุ่มชื้น	พืชไวต่ออากาศแห้ง
11562747-n	พืชตระกูลใบเลี้ยงคู่	วงศ์ดิคอต
11596108-n	จิมโนสเปิร์ม	พืชเมล็ดเปลือย
11598886-n	มาฮวง	สมุนไพรจีนมาฮวง	สมุนไพรมาฮวง
11599324-n	ต้นปีศาจทะเลทราย	ปีศาจทะเลทราย
11601333-n	ปรง	มะพร้าวสีดา
11602873-n	ดิโอออน	ต้นดิโอออน
11607739-n	วงศ์สน	วงศ์สนเขา
11608250-n	ต้นสน	สน
11608885-n	ไม้สน	ไม้ไพน์
11620912-n	ไม้ต้นเฟอร์	ไม้เฟอร์
11621547-n	ต้นคริสต์มาส	ต้นยูโรเปียนซิลเวอร์เฟอร์
11630489-n	ต้นสน	สนไซเปรส
11631159-n	ต้นโกเวนไซเปรส	ต้นไซเปรสโกเวน
11636835-n	จูนิเปอร์เบอร์รี่	ผลจูนิเปอร์
11658331-n	ต้นมิโร	ต้นแบล็คไพน์
11664929-n	ชั้นแอนจิโอสเปอร์แม	ส่วนพืชดอก
11666854-n	พืชดอกใบเลี้ยงคู่	พืชใบเลี้ยงคู่
11668117-n	พืชดอกใบเลี้ยงเดี่ยว	พืชใบเลี้ยงเดี่ยว
11669335-n	ดอก	ดอกไม้	บุปผา	มาลี
11669921-n	ดอก	ไม้ดอก
11674019-n	ดอกไม้ที่ไม่มีกลีบดอก	ดอกไม้ที่ไร้กลีบดอก
11675537-n	ละอองเกสรเพศผู้	เรณู
11678377-n	ซีกผลแบบผักชี	เสี้ยวผล
11680995-n	การเกาะของรก	การเกิดของรก
11684739-n	ผนังผลชั้นใน	เม็ด
11688199-n	สปอร์เพศเมีย	แมโครสปอร์
11690455-n	กลีบ	กลีบดอกไม้
11691332-n	กะบังรอบ	มงกุฎ
11698042-n	ต้นบาร์เบอร์รี่ธรรมดา	ต้นยูโรเปียนบาร์เบอร์รี่
11698245-n	ต้นบาร์เบอร์รี่ญี่ปุ่น	ต้นเจแปนิสบาร์เบอร์รี่
11706761-n	ต้นอาโวกาโด	อาโวกาโด
11710136-n	ต้นเซาเทิร์นแมกโนเลีย	ต้นแมกโนเลียดอกใหญ่
11712282-n	ต้นทิวลิปทรี	ต้นทิวลิปป็อปลาร์
11715810-n	ดอกบัวขาว	บัวขาว
11717399-n	ดอกบัว	ต้นบัว	บัว
11719286-n	ดอกโบตั๋น	ต้นโบตั๋น	โบตั๋น
11719468-n	วงศ์พวงแก้วกุดั่น	วงศ์พวงแก้วมณี
11723986-n	ลูกเบนเบอรี่	เบนเบอรี่
11724529-n	จีนัสอะดอนิส	ต้นอะดอนิส
11727091-n	ดอกโคลัมไบน์	ต้นโคลัมไบน์
11733054-n	ดอกเดลฟีเนียม	ต้นเดลฟีเนียม
11733312-n	ดอกลาร์กสเปอร์	ต้นลาร์กสเปอร์
11741797-n	ต้นเบย์เบอร์รี่	ต้นเบเบอรี่
11745817-n	ต้นซีบราวู้ด	ต้นม้าลาย
11747468-n	ต้นลีกูม	พืชตระกูลถั่ว
11753143-n	ต้นคริมสันโคลเวอร์	ต้นอิตาเลียนโคลเวอร์
11753355-n	ต้นเพอร์เพิลโคลเวอร์	ต้นเรดโคลเวอร์	ต้นโคลเวอร์แดง
11753700-n	ต้นดัชโคลเวอร์	ต้นโคลเวอร์ขาว	ต้นไวต์โคลเวอร์
11759853-n	ก้ามปู	ต้นก้ามปู	ต้นจามจุรี
11769176-n	ชวนชม	ดอกชวนชม	ต้นชวนชม
11776511-n	พุด	พุดจีบ
11781301-n	น้ำมันคาลามัส	น้ำมันหวาย
11783488-n	ดอกบุก	ดอกบุกยักษ์
11784825-n	ต้นกรีนดราก้อน	ต้นมังกรเขียว
11786843-n	หัวเผือก	เผือก
11788727-n	ต้นพลูด่าง	พลูด่าง
11789962-n	ต้นเงินไหลมา	ต้นเนฟไทติส
11791341-n	ต้นฟิโลเดนดรอน	ต้นมรกตแดง
11791819-n	สกุลซินแดปซัส	สกุลโพทอส
11798978-n	ต้นไอวี่	ต้นไอวี่ธรรมดา
11799732-n	จินเซง	โสม
11802212-n	ต้นขิงป่า	ต้นไวลด์จินเจอร์
11802410-n	ต้นขิงแคนาดา	ต้นแคนาดาจินเจอร์
11807108-n	ต้นชิควีดหูหนู	ต้นหูหนู
11808721-n	ต้นเรนโบว์พิงค์	ต้นไชน่าพิงค์
